Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet,Identifier
FDF08,14.3,0.109144085,88.2856,OUT010,1998,175.7712,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,360
FDH08,7.51,0.017425784,227.90099999999998,OUT035,2004,459.402,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,434
DRH03,17.25,0.035118834,93.412,OUT049,1999,932.12,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,65
FDQ31,5.785,0.054066567,87.0856,OUT018,2009,1406.1696,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,798
FDO10,13.65,0.012823828999999998,55.5588,OUT017,2007,916.1408,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,696
FDT39,6.26,0.009883257,149.8366,OUT049,1999,1964.7758,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,949
FDM22,12.792854228644991,0.041754584,53.464,OUT027,1985,1597.92,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,631
FDR21,19.7,0.112036236,174.937,OUT010,1998,882.185,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,836
FDQ01,19.7,0.161610636,255.2014,OUT017,2007,3570.0196,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,775
FDZ03,13.65,0.078909166,186.72400000000002,OUT049,1999,4474.1759999999995,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,1218
NCK05,20.1,0.077769768,63.0536,OUT018,2009,980.0576,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1363
FDW55,12.6,0.021951613,250.9092,OUT013,1987,4731.1748,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1111
FDF47,20.85,0.09777000400000001,222.8746,OUT049,1999,3589.9936,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,9,386
DRO59,12.792854228644991,0.094817105,77.9012,OUT019,1985,75.9012,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,138
NCM55,15.6,0.06672613299999999,185.8924,OUT046,1997,3516.7556,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,1404
FDY31,5.98,0.043809260999999995,146.8418,OUT017,2007,1765.7016,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1190
FDJ57,12.792854228644991,0.0,184.3582,OUT019,1985,185.7582,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,540
FDV51,16.35,0.032671446,165.4842,OUT018,2009,1492.0578,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1059
DRG36,14.15,0.095378221,170.5106,OUT046,1997,2395.5484,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,8,58
DRF13,12.1,0.0,145.1444,OUT013,1987,3338.3212,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,39
NCJ54,9.895,0.060188932,233.0642,OUT045,2002,6041.4692,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1362
NCP42,8.51,0.016135764,195.6478,OUT049,1999,4262.4516,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1446
NCF30,17.0,0.12622018699999998,126.7362,OUT035,2004,1258.362,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,1318
FDY44,12.792854228644991,0.024286377999999997,194.71099999999998,OUT027,1985,5892.33,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,1201
FDX09,9.0,0.065350715,175.437,OUT049,1999,3175.866,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1123
NCU30,5.11,0.035071955,163.221,OUT017,2007,2773.0570000000002,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1504
FDU49,19.5,0.030742082999999996,85.554,OUT049,1999,1211.756,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,1007
FDC48,9.195,0.015949001,84.1592,OUT017,2007,1238.388,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,268
FDJ21,16.7,0.038496166,147.5102,OUT013,1987,5540.7876,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,519
NCX41,19.0,0.017746826,210.8244,OUT049,1999,2540.6928,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1535
FDT36,12.3,0.11127459099999999,35.0874,OUT046,1997,458.7362,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,946
FDK28,12.792854228644991,0.065272284,256.1646,OUT027,1985,3349.6398,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,559
DRI49,14.15,0.183472595,82.0276,OUT035,2004,1624.5520000000001,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,6,86
NCM54,12.792854228644991,0.08918772,128.9678,OUT019,1985,254.3356,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,1403
FDD48,10.395,0.030281542999999998,116.3176,OUT018,2009,1259.6936,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,309
NCF30,17.0,0.211306673,125.1362,OUT010,1998,251.6724,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1318
FDX03,15.85,0.061190964,47.1744,OUT049,1999,996.0368,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,1119
FDZ33,10.195,0.10730767699999999,149.8076,OUT013,1987,2217.114,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1240
FDB39,12.792854228644991,0.067441726,57.4272,OUT019,1985,111.8544,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,219
DRM11,6.57,0.066338717,261.4278,OUT018,2009,4165.2448,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,122
DRE48,8.43,0.0,195.3768,OUT017,2007,1576.6144,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,34
NCL31,7.39,0.12052492199999999,142.247,OUT045,2002,2433.499,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1383
FDB11,16.0,0.061192210999999996,224.1404,OUT017,2007,4725.8484,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2,198
FDX14,13.1,0.075056542,76.0354,OUT049,1999,601.8832,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1128
NCM29,12.792854228644991,0.017556795,129.9626,OUT027,1985,3410.2276,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1396
FDH47,13.5,0.129077455,95.2068,OUT045,2002,583.2408,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,7,460
FDG09,20.6,0.047896392999999995,185.8556,OUT013,1987,1689.8004,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,398
FDP25,15.2,0.021240491,216.9824,OUT049,1999,4804.4128,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,750
FDY27,12.792854228644991,0.031743707,179.1344,OUT027,1985,1605.9096,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1188
DRM59,5.88,0.003612411,154.1998,OUT017,2007,3537.3954,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,129
DRI03,6.03,0.022796177999999997,178.1028,OUT018,2009,1416.8224,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,78
FDY03,12.792854228644991,0.133279499,112.6202,OUT019,1985,675.1212,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,1169
NCV17,18.85,0.016132592,130.2626,OUT049,1999,3016.7398,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1511
NCJ17,7.68,0.152429537,85.5224,OUT013,1987,1278.336,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1354
NCP54,15.35,0.035348491,124.67299999999999,OUT017,2007,2093.9410000000003,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1450
FDZ15,13.1,0.020903193,119.2782,OUT049,1999,3098.6332,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1227
NCR05,10.1,0.054853377,198.6084,OUT018,2009,2182.4924,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1466
FDX03,12.792854228644991,0.10697116699999999,44.7744,OUT019,1985,135.8232,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,1119
FDQ12,12.65,0.035482562,231.40099999999998,OUT045,2002,2526.7110000000002,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,783
FDC21,14.6,0.04292307099999999,109.8254,OUT013,1987,1627.881,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,249
FDQ40,11.1,0.036174285,176.0712,OUT018,2009,1581.9408,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,805
FDI07,12.792854228644991,0.033597374,197.2426,OUT027,1985,3163.8816,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,472
FDQ25,8.63,0.028320655,172.5422,OUT049,1999,2241.7486,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,794
NCK18,9.6,0.0,163.9184,OUT035,2004,4293.0784,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,1367
DRI25,19.6,0.056744064000000004,55.6614,OUT010,1998,165.7842,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,82
DRA24,19.35,0.039990314,165.0868,OUT049,1999,982.7208,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,9,1
FDA32,14.0,0.030155223999999998,214.7192,OUT045,2002,3020.0688,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,168
FDE59,12.15,0.062541552,34.3532,OUT018,2009,251.6724,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,3,356
FDY59,8.195,0.031403441000000004,93.8462,OUT046,1997,647.8234,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,1214
FDQ20,8.325,0.029845242999999997,41.6138,OUT045,2002,284.2966,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,789
FDB21,7.475,0.149125615,241.6854,OUT018,2009,6042.135,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,205
FDB41,12.792854228644991,0.170382726,45.2718,OUT019,1985,47.2718,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,221
DRG11,6.385,0.083768522,109.8596,OUT013,1987,3235.788,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,52
FDV10,12.792854228644991,0.11679368400000001,41.0112,OUT019,1985,42.6112,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,1024
FDI41,18.5,0.062205112,148.3418,OUT013,1987,1765.7016,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,495
FDN10,11.5,0.0463847,118.9124,OUT017,2007,1540.6612,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,659
NCM17,7.93,0.07142564700000001,45.9086,OUT018,2009,1070.6064,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1392
DRG37,12.792854228644991,0.033929133,154.3972,OUT019,1985,311.5944,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,4,59
FDA21,13.65,0.036033639,183.7924,OUT045,2002,2591.2936,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,160
FDM27,12.35,0.158337479,157.9946,OUT013,1987,3313.6866,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,634
FDA32,14.0,0.030140981,216.0192,OUT049,1999,2588.6304,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,168
NCZ53,9.6,0.024515221,189.2214,OUT049,1999,3956.8494,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1557
FDW40,14.0,0.105125569,143.2812,OUT035,2004,3277.0676,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,1100
FDS52,8.89,0.00547348,100.5016,OUT035,2004,1315.6208,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,910
FDM58,16.85,0.13338539800000002,109.8544,OUT010,1998,223.7088,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,651
NCE54,12.792854228644991,0.047098175,75.5354,OUT019,1985,150.4708,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,1312
FDS11,7.05,0.055548003,225.3088,OUT035,2004,5816.4288,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,876
FDL20,17.1,0.128614205,111.6886,OUT049,1999,1556.6404,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,591
FDX13,12.792854228644991,0.047551567999999995,249.1092,OUT027,1985,8217.3036,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1127
FDR21,19.7,0.066879757,174.437,OUT013,1987,1587.933,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,836
FDV28,16.1,0.160379061,33.6558,OUT018,2009,203.7348,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,1040
FDZ51,11.3,0.054861393,96.9094,OUT017,2007,952.0939999999999,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,1256
FDD46,6.035,0.141542481,153.1998,OUT045,2002,1537.9979999999998,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,307
FDE23,17.6,0.053397642,46.706,OUT018,2009,699.09,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,331
NCF55,6.675,0.021710275,34.9874,OUT045,2002,247.0118,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1323
FDU12,15.5,0.075688032,262.9568,OUT013,1987,1845.5976,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,976
FDZ22,9.395,0.045340279000000004,85.025,OUT049,1999,2080.625,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1232
FDI44,16.1,0.10014945900000001,78.4328,OUT013,1987,1158.492,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,496
FDH50,15.0,0.162348584,185.9266,OUT017,2007,4610.665,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,462
FDE57,9.6,0.036341539,142.9154,OUT049,1999,3261.7542,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,354
DRJ51,14.1,0.087920675,228.5668,OUT013,1987,1151.8339999999998,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,100
FDX52,11.5,0.042087749,192.68200000000002,OUT045,2002,3861.64,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,7,1160
DRN47,12.1,0.016921927,178.36599999999999,OUT017,2007,4314.384,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,134
FDT21,7.42,0.020423549,249.0092,OUT049,1999,2988.1104,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,933
FDY21,15.1,0.17383312899999998,196.511,OUT045,2002,4713.8640000000005,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1183
FDG21,12.792854228644991,0.256152243,151.005,OUT019,1985,149.805,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,405
FDS58,9.285,0.021002641000000002,161.1578,OUT035,2004,4011.445,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,914
FDA26,7.855,0.0,220.1482,OUT018,2009,4600.0122,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,164
FDY16,12.792854228644991,0.091780142,182.5266,OUT027,1985,6454.931,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,1180
FDF20,12.85,0.033220169,196.6768,OUT046,1997,2759.0752,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,368
FDI15,13.8,0.14123493199999998,263.7884,OUT013,1987,5564.7564,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,478
FDC47,15.0,0.19899855,226.5694,OUT010,1998,913.4776,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,267
FDL08,10.8,0.049709624,246.8144,OUT035,2004,2450.144,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,583
FDF08,14.3,0.065153295,88.4856,OUT013,1987,1406.1696,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,360
FDN03,9.8,0.015087112,250.1408,OUT035,2004,4005.4528,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,655
FDG34,11.5,0.037782943,106.6254,OUT017,2007,325.5762,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,414
FDA56,9.21,0.008782561,119.8414,OUT045,2002,1340.2554,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,188
NCI17,12.792854228644991,0.14272811300000002,95.141,OUT027,1985,2510.0660000000003,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1343
NCO17,10.0,0.073493831,118.344,OUT049,1999,1797.66,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1426
FDK55,18.5,0.025907416000000003,87.7172,OUT017,2007,802.9548,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,575
FDD10,20.6,0.046280998,177.4344,OUT017,2007,1962.7784,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,284
NCH18,9.3,0.044624064000000005,245.4802,OUT013,1987,3193.8426,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1335
NCA53,11.395,0.009898492,48.8034,OUT045,2002,777.6544,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1272
DRJ24,11.8,0.189689886,184.3924,OUT010,1998,370.1848,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,93
DRN35,8.01,0.070189131,37.9532,OUT013,1987,826.9236,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,131
FDC47,15.0,0.119374946,229.3694,OUT018,2009,5024.1268,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,267
FDN48,13.35,0.065215312,93.4804,OUT018,2009,1102.5648,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,682
FDR27,12.792854228644991,0.095635061,130.7942,OUT027,1985,3047.3666,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,842
FDS33,12.792854228644991,0.216107535,86.8514,OUT019,1985,354.2056,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,894
DRL11,10.5,0.048009080999999995,157.0946,OUT035,2004,2209.1244,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,114
FDQ21,21.25,0.019533098,120.4756,OUT017,2007,1938.8096,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,790
FDY37,17.0,0.026568875,142.047,OUT046,1997,3149.2340000000004,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,1196
FDS35,9.3,0.111127966,63.1826,OUT013,1987,2002.0606,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,896
DRD60,15.7,0.03723211,183.1634,OUT046,1997,5634.6654,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,8,25
DRP47,15.75,0.140603316,252.8382,OUT046,1997,6308.455,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,140
NCY41,12.792854228644991,0.07536886799999999,35.2532,OUT027,1985,970.7364,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1545
FDR59,14.5,0.063962842,263.1594,OUT049,1999,2616.594,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,866
FDM36,12.792854228644991,0.102830104,172.6422,OUT019,1985,344.8844,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,639
